no_pesanan,order_date,sku,product,omset,customer_name,customer_phone,customer_city,packed_date,shipped_date,return_date,package_status,qty
ORD004034,2025-02-13 22:23:13,MDB120,maduboom 120 ml,23000,Baka Moka Jono,8610812823,Ambon,2025-02-14 00:11:13,2025-02-14 11:11:13,,On Delivery,2
ORD004035,2025-01-25 23:26:45,JDM,jelly drink madu,20000,Zaza Nora Dili,8147935193,Ngawi,2025-01-26 00:07:45,2025-01-26 10:07:45,,On Delivery,3
ORD004036,2025-02-17 07:59:34,VTM60,vitaman 60 ml,30000,Safa Mili,8355053861,Tabanan,2025-02-17 09:37:34,2025-02-18 16:37:34,2025-02-21 16:37:34,Returned,3
ORD004037,2025-02-21 10:41:20,VTM60,vitaman 60 ml,30000,Liri Noba Naza,8145518947,Batam,2025-02-21 11:36:20,2025-02-22 05:36:20,,Delivered,2
ORD004038,2025-01-08 11:12:13,VTM60,vitaman 60 ml,30000,Saka Riti Rara,8834463097,Serang,2025-01-08 11:47:13,2025-01-10 04:47:13,2025-01-12 04:47:13,Returned,1
ORD004039,2025-02-22 00:50:33,MDB120,maduboom 120 ml,23000,Fafa Joli Lifa,8794022046,Kupang,2025-02-22 01:37:33,2025-02-22 09:37:33,,On Delivery,1
ORD004040,2025-02-23 13:14:34,MDB120,maduboom 120 ml,23000,Timi Safa Naba,8528452400,Tegal,2025-02-23 14:37:34,2025-02-25 06:37:34,2025-03-01 06:37:34,Returned,1
ORD004041,2025-01-01 13:57:33,JDM,jelly drink madu,20000,Rara Tiza Dino,8770693913,Palu,2025-01-01 15:12:33,2025-01-03 14:12:33,,Processed,3
ORD004042,2025-01-15 00:08:16,MDB120,maduboom 120 ml,23000,Titi Disa,8843699075,Singaraja,2025-01-15 00:44:16,2025-01-16 21:44:16,,Processed,3
ORD004043,2025-01-16 22:27:29,MDB200,maduboom 200 ml,32000,Sana Saba Mojo,8185181460,Situbondo,2025-01-17 01:00:29,2025-01-18 23:00:29,,On Delivery,3
ORD004044,2025-02-26 15:24:53,MDB200,maduboom 200 ml,32000,Kadi Rati Sadi,8803441538,Situbondo,2025-02-26 16:33:53,2025-02-28 08:33:53,,Processed,3
ORD004045,2025-02-27 08:06:29,VTM60,vitaman 60 ml,30000,Saka Zami,8111123966,Makassar,2025-02-27 09:17:29,2025-02-28 14:17:29,,On Delivery,3
ORD004046,2025-02-03 22:47:36,VTM60,vitaman 60 ml,30000,Rino Zati,8579246890,Manado,2025-02-03 23:44:36,2025-02-04 23:44:36,,Processed,2
ORD004047,2025-01-16 01:10:39,MDB200,maduboom 200 ml,32000,Tino Nana,8370401979,Purwokerto,2025-01-16 02:57:39,2025-01-16 16:57:39,,Processed,3
ORD004048,2025-01-03 23:30:13,JDM,jelly drink madu,20000,Samo Mimi Lika,8977569268,Garut,2025-01-04 02:29:13,2025-01-04 09:29:13,,On Delivery,2
ORD004049,2025-01-12 11:58:19,JDM,jelly drink madu,20000,Fati Sana,8198123266,Batu,2025-01-12 14:58:19,2025-01-12 21:58:19,,Delivered,1
ORD004050,2025-02-25 00:25:33,VTM60,vitaman 60 ml,30000,Mori Tifa Bami,8681119738,Buleleng,2025-02-25 01:24:33,2025-02-25 22:24:33,,Delivered,3
ORD004051,2025-02-13 12:02:33,MDB200,maduboom 200 ml,32000,Kasa Zaza Nojo,8568571568,Banyuwangi,2025-02-13 14:30:33,2025-02-14 18:30:33,,On Delivery,3
ORD004052,2025-02-11 17:04:46,MDB120,maduboom 120 ml,23000,Nojo Nojo,8503920784,Ponorogo,2025-02-11 19:15:46,2025-02-12 05:15:46,,Delivered,3
ORD004053,2025-02-06 00:48:38,JDM,jelly drink madu,20000,Namo Kari Kajo,8926983018,Gresik,2025-02-06 02:36:38,2025-02-08 01:36:38,,Delivered,1
ORD004054,2025-02-05 00:44:41,MDB120,maduboom 120 ml,23000,Nono Mina Zano,8516443509,Palu,2025-02-05 02:25:41,2025-02-06 06:25:41,,Processed,3
ORD004055,2025-01-01 06:37:42,JDM,jelly drink madu,20000,Modi Saba Rami,8345726749,Ende,2025-01-01 09:32:42,2025-01-03 09:32:42,,On Delivery,3
ORD004056,2025-01-25 20:23:48,VTMMD60,vitaman madu 60 ml,50000,Mosa Saka Nali,8264476515,Lombok Timur,2025-01-25 21:29:48,2025-01-26 14:29:48,,Processed,2
ORD004057,2025-02-20 05:48:23,VTMMD60,vitaman madu 60 ml,50000,Zami Sara Lika,8686879849,Subang,2025-02-20 07:23:23,2025-02-21 15:23:23,,Delivered,2
ORD004058,2025-02-27 10:40:38,JDM,jelly drink madu,20000,Mina Mona Joza,8960549664,Jambi,2025-02-27 12:42:38,2025-03-01 12:42:38,,Processed,1
ORD004059,2025-01-04 02:38:44,JDM,jelly drink madu,20000,Didi Liba Badi,8698210551,Yogyakarta,2025-01-04 04:49:44,2025-01-05 10:49:44,,Processed,3
ORD004060,2025-02-02 03:45:08,MDB200,maduboom 200 ml,32000,Nosa Dira Nami,8119765507,Tasikmalaya,2025-02-02 06:21:08,2025-02-03 03:21:08,,Processed,2
ORD004061,2025-02-09 21:43:34,MDB200,maduboom 200 ml,32000,Diba Kara,8358621641,Madiun,2025-02-10 00:06:34,2025-02-10 05:06:34,,Processed,1
ORD004062,2025-02-04 06:16:31,MDB200,maduboom 200 ml,32000,Sali Nono Zasa,8787573856,Semarang,2025-02-04 07:57:31,2025-02-05 14:57:31,,Delivered,1
ORD004063,2025-01-27 19:27:28,MDB120,maduboom 120 ml,23000,Kali Sari Tidi,8712449205,Bandung,2025-01-27 21:43:28,2025-01-28 18:43:28,,Delivered,2
ORD004064,2025-02-27 12:51:06,MDB200,maduboom 200 ml,32000,Diba Nono,8966199564,Gianyar,2025-02-27 13:48:06,2025-02-28 18:48:06,,Delivered,1
ORD004065,2025-02-26 06:39:08,MDB200,maduboom 200 ml,32000,Fali Fali,8584118632,Jembrana,2025-02-26 08:35:08,2025-02-28 00:35:08,,Delivered,3
ORD004066,2025-02-17 18:13:09,JDM,jelly drink madu,20000,Miza Joza Kara,8201922424,Garut,2025-02-17 19:10:09,2025-02-18 19:10:09,,Processed,2
ORD004067,2025-01-31 00:16:39,JDM,jelly drink madu,20000,Dina Jona,8330551390,Jakarta,2025-01-31 00:52:39,2025-02-01 22:52:39,,On Delivery,2
ORD004068,2025-02-17 06:50:36,MDB200,maduboom 200 ml,32000,Miba Riza,8497153291,Bekasi,2025-02-17 08:05:36,2025-02-18 19:05:36,,On Delivery,3
ORD004069,2025-02-12 05:26:42,VTMMD60,vitaman madu 60 ml,50000,Nori Limi,8367640201,Bandar Lampung,2025-02-12 07:06:42,2025-02-13 17:06:42,,Processed,2
ORD004070,2025-01-19 10:03:31,VTM60,vitaman 60 ml,30000,Miti Fari Noba,8418441234,Bojonegoro,2025-01-19 12:59:31,2025-01-19 17:59:31,,On Delivery,2
ORD004071,2025-01-06 09:41:53,VTMMD60,vitaman madu 60 ml,50000,Misa Liza Noli,8912220297,Ende,2025-01-06 12:04:53,2025-01-07 21:04:53,,Delivered,1
ORD004072,2025-01-25 01:15:28,VTMMD60,vitaman madu 60 ml,50000,Lidi Tidi,8735503035,Depok,2025-01-25 01:51:28,2025-01-26 10:51:28,,Delivered,3
ORD004073,2025-02-11 03:43:02,JDM,jelly drink madu,20000,Zali Nona Bari,8242080676,Palangkaraya,2025-02-11 05:44:02,2025-02-12 21:44:02,,On Delivery,3
ORD004074,2025-01-11 08:24:35,MDB200,maduboom 200 ml,32000,Bari Lisa,8404990886,Medan,2025-01-11 08:54:35,2025-01-12 17:54:35,,On Delivery,2
ORD004075,2025-01-30 08:44:19,MDB200,maduboom 200 ml,32000,Nati Sano,8940655410,Tangerang,2025-01-30 11:02:19,2025-01-31 23:02:19,,Processed,2
ORD004076,2025-02-24 04:48:13,MDB200,maduboom 200 ml,32000,Faza Kamo,8741361648,Serang,2025-02-24 07:00:13,2025-02-25 19:00:13,,Delivered,2
ORD004077,2025-01-16 17:46:53,JDM,jelly drink madu,20000,Fadi Kati Rino,8516124721,Pontianak,2025-01-16 19:23:53,2025-01-17 21:23:53,,On Delivery,1
ORD004078,2025-02-14 10:42:00,VTMMD60,vitaman madu 60 ml,50000,Mifa Bano,8704368912,Tasikmalaya,2025-02-14 11:28:00,2025-02-16 11:28:00,,On Delivery,1
ORD004079,2025-02-26 16:04:11,VTMMD60,vitaman madu 60 ml,50000,Nami Kasa Kami,8531494759,Ambon,2025-02-26 17:37:11,2025-02-28 12:37:11,,Delivered,2
ORD004080,2025-02-26 22:13:29,MDB200,maduboom 200 ml,32000,Rana Jono,8693552908,Singaraja,2025-02-27 01:10:29,2025-02-27 09:10:29,,Processed,1
ORD004081,2025-02-26 11:08:03,VTM60,vitaman 60 ml,30000,Nora Nosa Jora,8141513000,Semarang,2025-02-26 12:38:03,2025-02-27 06:38:03,,On Delivery,3
ORD004082,2025-01-18 01:00:07,MDB200,maduboom 200 ml,32000,Liri Nofa Samo,8899766064,Gresik,2025-01-18 02:21:07,2025-01-18 22:21:07,2025-01-25 22:21:07,Returned,2
ORD004083,2025-02-17 05:26:33,JDM,jelly drink madu,20000,Rika Lifa Sali,8730528516,Maumere,2025-02-17 07:07:33,2025-02-18 19:07:33,,On Delivery,2
ORD004084,2025-01-28 19:20:49,JDM,jelly drink madu,20000,Zano Saka Liba,8886085150,Bogor,2025-01-28 21:45:49,2025-01-30 05:45:49,,Processed,1
ORD004085,2025-01-25 22:11:42,MDB120,maduboom 120 ml,23000,Lino Bana Sajo,8742257592,Bandung,2025-01-25 23:37:42,2025-01-26 22:37:42,,Delivered,2
ORD004086,2025-01-27 19:07:17,VTMMD60,vitaman madu 60 ml,50000,Fasa Fano Zafa,8481298681,Tabanan,2025-01-27 19:43:17,2025-01-29 14:43:17,2025-02-03 14:43:17,Returned,2
ORD004087,2025-01-07 14:52:54,MDB120,maduboom 120 ml,23000,Jona Nana Joti,8318176487,Makassar,2025-01-07 16:39:54,2025-01-08 07:39:54,,Delivered,1
ORD004088,2025-01-12 02:45:26,MDB200,maduboom 200 ml,32000,Noba Noka,8559874901,Banjarmasin,2025-01-12 04:01:26,2025-01-13 09:01:26,,Delivered,2
ORD004089,2025-02-09 06:46:06,JDM,jelly drink madu,20000,Tisa Misa,8425237653,Bekasi,2025-02-09 09:29:06,2025-02-10 09:29:06,,On Delivery,3
ORD004090,2025-02-18 07:29:18,VTMMD60,vitaman madu 60 ml,50000,Dino Bajo,8497534193,Jakarta,2025-02-18 09:03:18,2025-02-19 21:03:18,,Delivered,3
ORD004091,2025-02-02 21:02:05,MDB120,maduboom 120 ml,23000,Rifa Joza Jomi,8302705548,Garut,2025-02-02 22:08:05,2025-02-04 00:08:05,,Processed,1
ORD004092,2025-01-08 22:52:42,JDM,jelly drink madu,20000,Tino Mofa,8876708774,Pekanbaru,2025-01-08 23:44:42,2025-01-09 05:44:42,,Processed,2
ORD004093,2025-02-14 07:38:15,VTM60,vitaman 60 ml,30000,Diti Kara Joba,8838771028,Jepara,2025-02-14 09:09:15,2025-02-14 22:09:15,,Delivered,2
ORD004094,2025-01-21 06:52:14,VTMMD60,vitaman madu 60 ml,50000,Zaba Rajo,8987844812,Sukabumi,2025-01-21 08:21:14,2025-01-22 14:21:14,,On Delivery,3
ORD004095,2025-01-10 14:53:30,VTMMD60,vitaman madu 60 ml,50000,Mili Mori,8201805677,Kudus,2025-01-10 15:53:30,2025-01-11 05:53:30,,Delivered,2
ORD004096,2025-01-15 03:13:42,VTM60,vitaman 60 ml,30000,Rafa Dira,8796150076,Palangkaraya,2025-01-15 03:53:42,2025-01-17 02:53:42,,Delivered,1
ORD004097,2025-02-03 12:32:11,JDM,jelly drink madu,20000,Moba Kano Mimi,8172788427,Maumere,2025-02-03 14:59:11,2025-02-05 02:59:11,,Delivered,3
ORD004098,2025-02-26 21:12:19,MDB120,maduboom 120 ml,23000,Nara Sasa,8254193817,Larantuka,2025-02-26 23:58:19,2025-02-28 17:58:19,,Delivered,3
ORD004099,2025-02-09 22:02:31,VTMMD60,vitaman madu 60 ml,50000,Nali Nora Kari,8187192497,Lamongan,2025-02-10 00:26:31,2025-02-10 07:26:31,,Processed,1
ORD004100,2025-02-22 09:00:37,JDM,jelly drink madu,20000,Bafa Joti,8173063163,Palu,2025-02-22 10:20:37,2025-02-23 10:20:37,,Delivered,2
ORD004101,2025-02-02 14:43:36,JDM,jelly drink madu,20000,Nana Bara Ridi,8419097522,Gresik,2025-02-02 15:23:36,2025-02-03 04:23:36,,Delivered,2
ORD004102,2025-02-10 03:33:01,VTMMD60,vitaman madu 60 ml,50000,Diti Limo,8830631797,Jambi,2025-02-10 05:01:01,2025-02-11 15:01:01,,Delivered,1
ORD004103,2025-01-12 20:03:17,MDB200,maduboom 200 ml,32000,Tidi Lina Tika,8225378986,Jombang,2025-01-12 20:44:17,2025-01-14 06:44:17,,Processed,1
ORD004104,2025-02-15 14:42:14,JDM,jelly drink madu,20000,Diri Tifa Lina,8548589304,Boyolali,2025-02-15 16:01:14,2025-02-16 12:01:14,,On Delivery,2
ORD004105,2025-02-26 00:54:06,JDM,jelly drink madu,20000,Zami Rajo,8220739319,Banjarmasin,2025-02-26 03:54:06,2025-02-27 16:54:06,,Delivered,3
ORD004106,2025-01-09 16:31:54,VTMMD60,vitaman madu 60 ml,50000,Momi Bali,8294155570,Samarinda,2025-01-09 18:49:54,2025-01-11 02:49:54,,Delivered,1
ORD004107,2025-02-10 23:26:05,JDM,jelly drink madu,20000,Sali Rino,8508414439,Sukabumi,2025-02-11 01:02:05,2025-02-11 15:02:05,,Processed,3
ORD004108,2025-01-05 18:50:18,VTM60,vitaman 60 ml,30000,Moti Fano,8890245262,Mataram,2025-01-05 21:23:18,2025-01-06 22:23:18,,Processed,2
ORD004109,2025-02-21 08:44:08,VTM60,vitaman 60 ml,30000,Rajo Fati,8309092485,Surabaya,2025-02-21 10:54:08,2025-02-22 23:54:08,,Processed,1
ORD004110,2025-02-19 12:43:52,VTMMD60,vitaman madu 60 ml,50000,Noka Sasa,8991987613,Magelang,2025-02-19 15:13:52,2025-02-20 14:13:52,,Processed,2
ORD004111,2025-02-06 04:58:47,MDB120,maduboom 120 ml,23000,Tifa Rari Bafa,8477427131,Cianjur,2025-02-06 06:27:47,2025-02-07 02:27:47,,On Delivery,2
ORD004112,2025-01-17 02:04:07,MDB200,maduboom 200 ml,32000,Rafa Sana,8814452686,Bengkulu,2025-01-17 04:32:07,2025-01-18 00:32:07,,Processed,1
ORD004113,2025-01-01 13:28:00,MDB200,maduboom 200 ml,32000,Liri Sasa,8440942343,Tasikmalaya,2025-01-01 15:12:00,2025-01-03 11:12:00,,On Delivery,3
ORD004114,2025-01-16 00:34:27,VTM60,vitaman 60 ml,30000,Liti Timi,8328292570,Padang,2025-01-16 03:12:27,2025-01-17 00:12:27,,On Delivery,1
ORD004115,2025-01-17 00:46:58,VTMMD60,vitaman madu 60 ml,50000,Miza Nomo Zaba,8471097937,Bangli,2025-01-17 03:16:58,2025-01-18 00:16:58,,On Delivery,2
ORD004116,2025-01-11 12:48:00,VTM60,vitaman 60 ml,30000,Fali Bami,8732099412,Larantuka,2025-01-11 15:04:00,2025-01-12 04:04:00,,Delivered,3
ORD004117,2025-01-31 17:05:17,VTM60,vitaman 60 ml,30000,Rimo Mosa,8613214619,Bangli,2025-01-31 18:43:17,2025-02-02 12:43:17,,Delivered,3
ORD004118,2025-01-04 03:41:45,VTMMD60,vitaman madu 60 ml,50000,Mijo Rano Sana,8631564240,Jombang,2025-01-04 04:27:45,2025-01-06 04:27:45,,Delivered,2
ORD004119,2025-02-16 22:07:20,MDB200,maduboom 200 ml,32000,Tidi Zami Raba,8968746889,Kudus,2025-02-17 00:02:20,2025-02-17 08:02:20,,Delivered,2
ORD004120,2025-02-11 09:37:45,JDM,jelly drink madu,20000,Moli Nofa,8263563844,Gorontalo,2025-02-11 12:06:45,2025-02-11 22:06:45,,Processed,2
ORD004121,2025-02-16 14:32:38,VTM60,vitaman 60 ml,30000,Zaka Kadi Joti,8497541269,Bandung,2025-02-16 15:49:38,2025-02-17 16:49:38,,On Delivery,3
ORD004122,2025-01-19 21:13:39,JDM,jelly drink madu,20000,Baza Liba Nora,8973821438,Denpasar,2025-01-19 23:25:39,2025-01-21 10:25:39,,Delivered,3
ORD004123,2025-02-09 18:59:45,MDB200,maduboom 200 ml,32000,Ridi Rino,8739439019,Bandung,2025-02-09 20:10:45,2025-02-10 19:10:45,,Delivered,3
ORD004124,2025-01-13 01:18:05,VTM60,vitaman 60 ml,30000,Nami Naba,8110752507,Batam,2025-01-13 02:56:05,2025-01-13 23:56:05,,Processed,2
ORD004125,2025-01-03 09:39:16,VTM60,vitaman 60 ml,30000,Tira Sati Lira,8490637857,Banjarbaru,2025-01-03 12:11:16,2025-01-04 12:11:16,,Processed,2
ORD004126,2025-01-08 15:13:29,MDB200,maduboom 200 ml,32000,Fadi Kami,8425985827,Palu,2025-01-08 16:12:29,2025-01-09 00:12:29,,Delivered,1
ORD004127,2025-02-10 05:19:05,VTM60,vitaman 60 ml,30000,Raka Kaka,8691785522,Garut,2025-02-10 05:50:05,2025-02-10 12:50:05,,Delivered,2
ORD004128,2025-02-21 17:38:17,VTM60,vitaman 60 ml,30000,Ramo Samo Zami,8401088736,Bogor,2025-02-21 20:20:17,2025-02-22 09:20:17,,Delivered,1
ORD004129,2025-02-15 18:00:57,MDB120,maduboom 120 ml,23000,Liti Mono,8265723668,Larantuka,2025-02-15 20:45:57,2025-02-17 06:45:57,,Delivered,3
ORD004130,2025-01-04 04:40:08,VTMMD60,vitaman madu 60 ml,50000,Lili Moka Naka,8311962003,Blitar,2025-01-04 07:22:08,2025-01-04 14:22:08,,Delivered,1
ORD004131,2025-02-04 05:37:52,VTMMD60,vitaman madu 60 ml,50000,Nosa Fami Baza,8757560076,Jepara,2025-02-04 06:41:52,2025-02-04 13:41:52,,On Delivery,3
ORD004132,2025-01-05 02:54:19,JDM,jelly drink madu,20000,Sano Liri,8980429941,Jambi,2025-01-05 03:24:19,2025-01-05 08:24:19,,Processed,2
ORD004133,2025-02-04 00:30:32,MDB200,maduboom 200 ml,32000,Nafa Rika Lili,8261587115,Semarang,2025-02-04 02:50:32,2025-02-06 01:50:32,,On Delivery,3
ORD004134,2025-01-02 16:17:54,JDM,jelly drink madu,20000,Rati Disa Miti,8826432791,Bandar Lampung,2025-01-02 17:10:54,2025-01-04 12:10:54,,Delivered,3
ORD004135,2025-02-12 09:45:51,VTM60,vitaman 60 ml,30000,Jono Dino,8617157976,Ambon,2025-02-12 12:06:51,2025-02-13 19:06:51,,Processed,3
ORD004136,2025-02-03 21:43:00,JDM,jelly drink madu,20000,Najo Safa Raza,8107996155,Subang,2025-02-03 22:26:00,2025-02-05 11:26:00,,Delivered,1
ORD004137,2025-02-28 14:48:31,VTMMD60,vitaman madu 60 ml,50000,Ridi Ramo Liti,8391938986,Batam,2025-02-28 17:23:31,2025-03-01 13:23:31,,Processed,1
ORD004138,2025-02-14 13:52:34,MDB200,maduboom 200 ml,32000,Famo Faka,8824130447,Cikarang,2025-02-14 16:44:34,2025-02-16 00:44:34,2025-02-21 00:44:34,Returned,2
ORD004139,2025-02-13 06:30:57,JDM,jelly drink madu,20000,Rano Sami,8242882697,Bekasi,2025-02-13 08:25:57,2025-02-15 00:25:57,,Delivered,1
ORD004140,2025-02-10 18:29:57,VTMMD60,vitaman madu 60 ml,50000,Nono Kati,8390437954,Cianjur,2025-02-10 20:44:57,2025-02-11 16:44:57,,Processed,3
ORD004141,2025-02-06 21:04:20,VTM60,vitaman 60 ml,30000,Fasa Midi,8181000317,Surabaya,2025-02-06 23:06:20,2025-02-08 09:06:20,,Processed,2
ORD004142,2025-02-07 15:18:48,VTM60,vitaman 60 ml,30000,Kari Rili,8734477626,Samarinda,2025-02-07 18:16:48,2025-02-09 16:16:48,,Processed,2
ORD004143,2025-01-23 11:07:37,VTM60,vitaman 60 ml,30000,Bali Mika Tidi,8315611186,Bekasi,2025-01-23 13:42:37,2025-01-24 08:42:37,,Processed,2
ORD004144,2025-02-09 10:28:09,MDB200,maduboom 200 ml,32000,Badi Mori,8749399740,Ngawi,2025-02-09 11:20:09,2025-02-09 16:20:09,,Delivered,1
ORD004145,2025-02-06 23:33:16,VTM60,vitaman 60 ml,30000,Zaza Kami Rira,8519938168,Buleleng,2025-02-07 01:09:16,2025-02-07 22:09:16,,Delivered,3
ORD004146,2025-01-14 00:16:01,VTM60,vitaman 60 ml,30000,Zaza Riti,8110719560,Purwakarta,2025-01-14 01:06:01,2025-01-15 03:06:01,,Processed,3
ORD004147,2025-02-26 00:34:16,VTM60,vitaman 60 ml,30000,Zafa Jora,8883878077,Maumere,2025-02-26 03:21:16,2025-02-27 01:21:16,,Delivered,1
ORD004148,2025-02-21 01:37:12,VTM60,vitaman 60 ml,30000,Rana Nami,8366157849,Kediri,2025-02-21 02:23:12,2025-02-22 18:23:12,,On Delivery,2
ORD004149,2025-02-02 05:49:41,JDM,jelly drink madu,20000,Zara Lino,8152431936,Ende,2025-02-02 07:30:41,2025-02-02 15:30:41,,On Delivery,3
ORD004150,2025-01-24 10:07:00,VTM60,vitaman 60 ml,30000,Moti Dimi,8394970835,Jakarta,2025-01-24 12:09:00,2025-01-25 11:09:00,,Delivered,2
ORD004151,2025-02-03 22:02:23,MDB200,maduboom 200 ml,32000,Zana Modi,8667002598,Karawang,2025-02-03 23:00:23,2025-02-05 03:00:23,,Delivered,2
ORD004152,2025-02-26 13:34:02,JDM,jelly drink madu,20000,Mimo Dijo,8467162358,Ngawi,2025-02-26 14:15:02,2025-02-27 17:15:02,2025-03-04 17:15:02,Returned,1
ORD004153,2025-02-02 16:01:04,VTMMD60,vitaman madu 60 ml,50000,Zadi Nojo Nofa,8946736535,Bangli,2025-02-02 17:35:04,2025-02-04 10:35:04,,Processed,2
ORD004154,2025-01-22 02:12:09,JDM,jelly drink madu,20000,Modi Tira Bamo,8246728076,Singkawang,2025-01-22 03:38:09,2025-01-23 20:38:09,,Delivered,3
ORD004155,2025-01-14 02:15:47,VTMMD60,vitaman madu 60 ml,50000,Nori Joba,8557638670,Padang,2025-01-14 04:13:47,2025-01-15 08:13:47,,Processed,3
ORD004156,2025-02-11 06:49:15,JDM,jelly drink madu,20000,Kaza Zajo Kano,8878255766,Lombok Barat,2025-02-11 08:01:15,2025-02-11 20:01:15,,On Delivery,2
ORD004157,2025-01-27 04:17:57,JDM,jelly drink madu,20000,Miti Momo,8843829974,Jembrana,2025-01-27 04:47:57,2025-01-28 22:47:57,,Processed,2
ORD004158,2025-01-07 07:26:26,MDB120,maduboom 120 ml,23000,Titi Zaka,8320810557,Banjarbaru,2025-01-07 09:43:26,2025-01-08 16:43:26,,On Delivery,3
ORD004159,2025-01-11 03:43:05,MDB120,maduboom 120 ml,23000,Tiri Sali Jori,8367489036,Tangerang,2025-01-11 04:25:05,2025-01-12 04:25:05,,Processed,3
ORD004160,2025-01-12 02:56:59,MDB200,maduboom 200 ml,32000,Kaka Nali,8790028608,Jombang,2025-01-12 04:18:59,2025-01-12 10:18:59,,Delivered,1
ORD004161,2025-01-04 03:37:54,VTMMD60,vitaman madu 60 ml,50000,Fadi Nofa,8874087620,Samarinda,2025-01-04 05:33:54,2025-01-04 22:33:54,,Processed,2
ORD004162,2025-01-27 22:26:56,MDB200,maduboom 200 ml,32000,Noza Radi Disa,8647641506,Kendari,2025-01-28 00:59:56,2025-01-29 16:59:56,,Processed,3
ORD004163,2025-01-16 19:20:11,VTMMD60,vitaman madu 60 ml,50000,Liba Rili Modi,8974326584,Sumedang,2025-01-16 21:49:11,2025-01-17 08:49:11,,On Delivery,3
ORD004164,2025-01-28 16:04:10,MDB120,maduboom 120 ml,23000,Nano Bali Noba,8675784464,Tuban,2025-01-28 16:52:10,2025-01-29 01:52:10,2025-02-01 01:52:10,Returned,1
ORD004165,2025-02-05 07:11:40,VTM60,vitaman 60 ml,30000,Moba Kaba,8847815643,Jembrana,2025-02-05 09:47:40,2025-02-06 21:47:40,,Processed,3
ORD004166,2025-02-11 01:13:06,JDM,jelly drink madu,20000,Nafa Momi,8392994275,Purwokerto,2025-02-11 02:46:06,2025-02-11 20:46:06,,Processed,3
ORD004167,2025-01-29 06:47:10,JDM,jelly drink madu,20000,Diza Noka Fano,8177035643,Palembang,2025-01-29 09:25:10,2025-01-30 21:25:10,,Processed,3
ORD004168,2025-01-06 09:00:10,VTMMD60,vitaman madu 60 ml,50000,Naka Raka Baka,8919673840,Pasuruan,2025-01-06 11:08:10,2025-01-08 00:08:10,,Processed,1
ORD004169,2025-02-25 03:14:34,MDB120,maduboom 120 ml,23000,Kali Baba Bafa,8761153444,Tuban,2025-02-25 04:25:34,2025-02-25 14:25:34,,Processed,2
ORD004170,2025-01-11 15:49:46,VTMMD60,vitaman madu 60 ml,50000,Noli Lili Diri,8174141184,Batam,2025-01-11 16:22:46,2025-01-12 17:22:46,,Processed,1
ORD004171,2025-01-28 17:41:28,VTM60,vitaman 60 ml,30000,Lisa Diri Tiza,8706126537,Bojonegoro,2025-01-28 18:41:28,2025-01-29 09:41:28,,On Delivery,2
ORD004172,2025-01-04 04:33:43,VTMMD60,vitaman madu 60 ml,50000,Zati Tiba Zara,8734385433,Gresik,2025-01-04 07:09:43,2025-01-04 16:09:43,,Processed,1
ORD004173,2025-02-24 08:09:43,JDM,jelly drink madu,20000,Riri Saba Fana,8422701013,Karawang,2025-02-24 11:05:43,2025-02-25 18:05:43,,Processed,1
ORD004174,2025-02-15 16:53:00,VTM60,vitaman 60 ml,30000,Raza Sano,8584487231,Bekasi,2025-02-15 19:52:00,2025-02-16 23:52:00,,On Delivery,2
ORD004175,2025-02-21 21:33:40,VTMMD60,vitaman madu 60 ml,50000,Sami Rano,8884866810,Mataram,2025-02-21 23:36:40,2025-02-22 18:36:40,,On Delivery,3
ORD004176,2025-01-06 22:35:06,MDB120,maduboom 120 ml,23000,Zami Rafa Mono,8705877329,Ternate,2025-01-07 00:51:06,2025-01-08 10:51:06,,Delivered,2
ORD004177,2025-02-03 14:45:27,VTMMD60,vitaman madu 60 ml,50000,Jofa Difa Moka,8844518624,Tasikmalaya,2025-02-03 17:06:27,2025-02-04 19:06:27,,Processed,3
ORD004178,2025-02-21 23:44:56,VTMMD60,vitaman madu 60 ml,50000,Kaka Zaka,8145914849,Kendari,2025-02-22 01:41:56,2025-02-22 12:41:56,,On Delivery,1
ORD004179,2025-01-10 07:45:31,MDB120,maduboom 120 ml,23000,Zadi Dijo,8550643643,Malang,2025-01-10 10:03:31,2025-01-11 01:03:31,,Delivered,3
ORD004180,2025-01-11 09:27:19,VTM60,vitaman 60 ml,30000,Bajo Ramo Nofa,8948445741,Situbondo,2025-01-11 11:54:19,2025-01-12 04:54:19,,Processed,1
ORD004181,2025-01-05 10:41:39,VTM60,vitaman 60 ml,30000,Nali Momo Kafa,8217792252,Situbondo,2025-01-05 11:25:39,2025-01-06 10:25:39,,On Delivery,3
ORD004182,2025-02-26 04:08:27,JDM,jelly drink madu,20000,Nojo Jora,8378781459,Pontianak,2025-02-26 05:40:27,2025-02-27 22:40:27,,Delivered,1
ORD004183,2025-02-18 05:38:16,VTM60,vitaman 60 ml,30000,Zamo Ridi Liza,8388791063,Maumere,2025-02-18 08:02:16,2025-02-20 02:02:16,,Processed,3
ORD004184,2025-02-12 02:09:11,MDB200,maduboom 200 ml,32000,Sana Mimo Nafa,8632364978,Samarinda,2025-02-12 04:05:11,2025-02-13 22:05:11,,Delivered,1
ORD004185,2025-02-26 14:40:44,VTMMD60,vitaman madu 60 ml,50000,Bali Nofa,8189057987,Blitar,2025-02-26 17:28:44,2025-02-27 21:28:44,2025-03-02 21:28:44,Returned,2
